epoch,amape,loss,val_amape,val_loss
0,19.061674118041992,4.08924674987793,16.294504165649414,3.444606065750122
1,12.257378578186035,2.1501266956329346,30.559431076049805,6.935822486877441
2,11.05937671661377,1.554182767868042,41.03096389770508,17.811426162719727
3,9.82503604888916,1.391581416130066,42.046722412109375,26.559099197387695
4,9.213971138000488,1.2931385040283203,42.3071174621582,38.16943359375
5,8.791301727294922,1.219481110572815,42.29388427734375,37.745277404785156
6,9.468240737915039,1.1401152610778809,42.21713638305664,34.02729415893555
7,8.49754524230957,1.0705913305282593,42.20237350463867,34.06887435913086
8,7.726291179656982,1.0146994590759277,42.11942672729492,31.367769241333008
9,7.35990571975708,0.9535036087036133,42.13718795776367,32.803794860839844
10,7.234772682189941,0.9026525020599365,42.12945556640625,32.67382049560547
